,player_1_max_shot_speed,player_2_max_shot_speed,player_1_avg_shot_speed,player_2_avg_shot_speed,player_1_max_speed,player_2_max_speed,player_1_avg_speed,player_2_avg_speed,player_1_max_acceleration,player_2_max_acceleration,player_1_max_shot_inconsistency,player_2_max_shot_inconsistency,player_1_max_distance_covered,player_2_max_distance_covered,player_1_max_rally_contribution,player_2_max_rally_contribution,player_1_total_shots,player_2_total_shots,player_1_max_rally_percentage,player_2_max_rally_percentage
0,56.356971740722656,53.60270309448242,50.13900835760708,46.48041211641752,8.485790252685547,11.340628623962402,7.213750142317552,7.546097295037631,5.767457962036133,9.170117378234863,22.637497578947276,29.359409628099996,37.51150074005133,51.061925029754725,2,1,2,1,100.0,100.0
